date,ret
2010-01-04,0.004191833305894626
2010-01-05,-0.011595547309833133
2010-01-06,0.008133849522915635
2010-01-07,-0.007137238501345348
2010-01-08,0.0034379902035319865
2010-01-11,0.00015577013168930384
2010-01-12,0.005294254044000977
2010-01-13,0.006350728201695472
2010-01-14,0.0020008772972006424
2010-01-15,-0.008294931130412728
2010-01-19,0.012236679437319783
2010-01-20,-0.003060382649131814
2010-01-21,-0.018112063910604288
2010-01-22,-0.012036892105097874
2010-01-25,0.0003164556911953708
2010-01-26,-0.006801644941448193
2010-01-27,0.010351934856634203
2010-01-28,0.005674653305085951
2010-01-29,-0.014733511202719544
2010-02-01,0.0036589086277615456
2010-02-02,0.014265366936123009
2010-02-03,-0.005625894495205735
2010-02-04,-0.015558729914211443
2010-02-05,0.0
2010-02-08,-0.004310344896397525
2010-02-09,0.0062529903199132
2010-02-10,-0.00047797962007581774
2010-02-11,0.0028694404591104693
2010-02-12,-0.0030201716738196337
2010-02-16,0.01419005079416374
2010-02-17,0.005816679675889218
2010-02-18,0.00859642075648651
2010-02-19,-0.011157570295328904
2010-02-22,-0.005014872198481798
2010-02-23,-0.0028351078016977268
2010-02-24,0.0022113409854471583
2010-02-25,-0.002679306498356143
2010-02-26,-0.0044247630282041655
2010-03-01,0.0061904603174602535
2010-03-02,0.0007887679569139016
2010-03-03,-0.0006304697451208916
2010-03-04,0.0026813563822915914
2010-03-05,0.007393440302029313
2010-03-08,0.0024983759759777714
2010-03-09,0.0010903427300784359
2010-03-10,0.00031124943105256613
2010-03-11,-0.0010888162841995817
2010-03-12,-0.0006228744842278891
2010-03-15,0.006076659395450083
2010-03-16,-0.0006194982189869834
2010-03-17,0.0018596467047829485
2010-03-18,0.006341778612783221
2010-03-19,0.0007685674998023179
2010-03-22,-0.00015363231218499816
2010-03-23,0.00399390181240862
2010-03-24,-0.009332940493682013
2010-03-25,-0.002779922779922885
2010-03-26,-0.0029425894378192685
2010-03-29,0.006834467544321105
2010-03-30,0.0012342178340019664
2010-03-31,0.004622418963869918
2010-04-01,0.008742331690598197
2010-04-05,-0.0056255894309984985
2010-04-06,-0.0013762079089845827
2010-04-07,-0.0013779972861122547
2010-04-08,-0.004446504071657244
2010-04-09,0.0032342368704758396
2010-04-12,-0.0004605158191667486
2010-04-13,0.008754400111282597
2010-04-14,-0.002892844092570141
2010-04-15,0.0003054512232539713
2010-04-16,-0.007479850176160832
2010-04-19,0.015533713420503541
2010-04-20,-0.0006058004029350921
2010-04-21,-0.009092271831861502
2010-04-22,-0.009328643666136154
2010-04-23,0.004013615375325956
2010-04-26,-0.004305027609086348
2010-04-27,-0.007412028801357919
2010-04-28,0.0052894213641788215
2010-04-29,0.00603526743878367
2010-04-30,-0.010921380989958995
2010-05-03,0.016018646219969904
2010-05-04,-0.009643425389762136
2010-05-05,0.006800649465254332
2010-05-06,-0.026711652236899825
2010-05-07,-0.0014195740877106105
2010-05-10,0.022745205769306498
2010-05-11,-0.0012355521235522388
2010-05-12,0.0035565796677465202
2010-05-13,-0.0035439752374739233
2010-05-14,-0.010824138265784223
2010-05-17,-0.0014069094668296691
2010-05-18,-0.014245460014942651
2010-05-19,-0.01191043335063628
2010-05-20,-0.026840276007067305
2010-05-21,0.005450074408754332
2010-05-24,-0.0050920005733902625
2010-05-25,-0.003632194155522551
2010-05-26,-0.01143327295553519
2010-05-27,-0.010559855849815622
2010-05-28,-0.012366593467162297
2010-06-01,0.007890205967241892
2010-06-02,0.016507863053364994
2010-06-03,0.0006696802276913821
2010-06-04,-0.029446243935084607
2010-06-07,-0.00017234960083942693
2010-06-08,0.01103446551724131
2010-06-09,-0.008015024011170198
2010-06-10,0.005673061910712123
2010-06-11,-0.0006837777777778415
2010-06-14,-0.0006842456497475586
2010-06-15,0.012324563927578299
2010-06-16,0.0016909536978519067
2010-06-17,-0.0010128628962572338
2010-06-18,0.0
2010-06-21,-0.0008448631294356147
2010-06-22,0.0005073397512710435
2010-06-23,0.0013522988505748387
2010-06-24,0.006076907289773476
2010-06-25,-0.01510062131210137
2010-06-28,0.012776831128163014
2010-06-29,-0.003532363271112414
2010-06-30,-0.003038504286343614
2010-07-01,0.00016930240146796705
2010-07-02,0.0001693245302183861
2010-07-06,0.0
2010-07-07,0.025897070890417432
2010-07-08,0.012704174019069822
2010-07-09,-0.013685239268731787
2010-07-12,-0.005450974472233779
2010-07-13,0.004816492357025346
2010-07-14,0.0019834545454545448
2010-07-15,-0.0059386507083248885
2010-07-16,-0.013607683823686748
2010-07-19,0.0021870962682889687
2010-07-20,-0.016619070001678695
2010-07-21,-0.024923232334474833
2010-07-22,-0.0017506828037583972
2010-07-23,0.010698018239214256
2010-07-26,0.001908745411960066
2010-07-27,0.006234776368729521
2010-07-28,-0.004647091381999686
2010-07-29,0.0
2010-07-30,0.004495901625595708
2010-08-02,0.010845257359270099
2010-08-03,0.01072883156115743
2010-08-04,0.0065712554868157655
2010-08-05,0.0003347170962597542
2010-08-06,0.003346737059797096
2010-08-09,0.0015010006921448316
2010-08-10,-0.010324712911319115
2010-08-11,-0.015648662291771826
2010-08-12,0.00034188034188039533
2010-08-13,-0.006322590567327452
2010-08-16,-0.0024076353428157176
2010-08-17,0.020858525111481774
2010-08-18,0.002195153627234757
2010-08-19,-0.010614945597807702
2010-08-20,0.00034061647921294485
2010-08-23,0.002213091514705701
2010-08-24,-0.014608476551868194
2010-08-25,-0.0005171177561495362
2010-08-26,-0.00310453604691268
2010-08-27,-0.003460224973360299
2010-08-30,-0.0052083161530665275
2010-08-31,-0.004886544587897751
2010-09-01,0.022272904244124876
2010-09-02,0.00548979232304354
2010-09-03,0.005459801988401189
2010-09-07,-0.003902918717121999
2010-09-08,0.0025553151183080737
2010-09-09,0.016482617382586842
2010-09-10,0.0026746907388832597
2010-09-13,0.005668556185395189
2010-09-14,0.004310377984084882
2010-09-15,0.007758286307088589
2010-09-16,0.00393123675563048
2010-09-17,0.004568428706666142
2010-09-20,0.00844567159330848
2010-09-21,-0.00241586406828802
2010-09-22,0.00048437198069704835
2010-09-23,-0.0025818944234001816
2010-09-24,0.005338909475183413
2010-09-27,-0.001770196359353006
2010-09-28,0.006448508890029213
2010-09-29,-0.001922136793208393
2010-09-30,-0.0056171079181976495
2010-10-01,-0.003389267323906772
2010-10-04,-0.0012955789473684267
2010-10-05,0.01832335068342308
2010-10-06,0.006528662524341706
2010-10-07,0.00015823445907675417
2010-10-08,0.00015816197155696707
2010-10-11,0.0011070536137909666
2010-10-12,-0.00015794629001488538
2010-10-13,0.004582098205370491
2010-10-14,0.002516514548080758
2010-10-15,-0.002667116326730014
2010-10-18,0.0045619159981123755
2010-10-19,-0.008925774993332684
2010-10-20,0.00489804068734326
2010-10-21,0.006132138557614493
2010-10-22,-0.0028129550613235532
2010-10-25,0.0026641435094162925
2010-10-26,-0.002188183807439723
2010-10-27,-0.004229323308270725
2010-10-28,-0.00015729117508259455
2010-10-29,0.0028319854809316994
2010-11-01,-0.0007844838159873888
2010-11-02,0.0029832313233353917
2010-11-03,0.004852864670431155
2010-11-04,0.00887988755632058
2010-11-05,-0.0016985793175237924
2010-11-08,-0.00494972915855429
2010-11-09,-0.00031095910738529654
2010-11-10,-0.0055978387683979225
2010-11-11,-0.00046916340157681415
2010-11-12,-0.003911139046030633
2010-11-15,0.007381828408413072
2010-11-16,-0.015590895160444375
2010-11-17,-0.0012669940016944922
2010-11-18,0.012210608750228225
2010-11-19,0.0
2010-11-22,-0.00329003593012578
2010-11-23,-0.011788745862759287
2010-11-24,0.006680483643716994
2010-11-26,-0.01564231291448398
2010-11-29,-0.0062600161518462155
