date,ret
2010-01-04,0.02831773594037609
2010-01-05,0.019369942561024166
2010-01-06,0.005494459706959705
2010-01-07,0.019808812377450566
2010-01-08,-0.002455927607592686
2010-01-11,-0.0033572291853178862
2010-01-12,-0.02335497469919082
2010-01-13,0.017475234882720767
2010-01-14,0.009943480225988706
2010-01-15,-0.022600112387561263
2010-01-19,-0.009157532051282124
2010-01-20,0.0027727126333807004
2010-01-21,-0.06589863751619175
2010-01-22,-0.03404047770003772
2010-01-25,0.0012767875383043843
2010-01-26,-0.019637847988723388
2010-01-27,0.02315304430679096
2010-01-28,0.0038138314867107435
2010-01-29,-0.01367783687943254
2010-02-01,0.017719620383143814
2010-02-02,0.023214685258271875
2010-02-03,-0.0064117880742733425
2010-02-04,-0.048150979197047035
2010-02-05,-0.0013037549571710456
2010-02-08,-0.015665744534353626
2010-02-09,0.018302333732033473
2010-02-10,0.012503256381955208
2010-02-11,0.0038590430630060773
2010-02-12,-0.0017939261916966377
2010-02-16,0.028754787451738446
2010-02-17,-0.0007486648365359759
2010-02-18,0.009240734034946524
2010-02-19,-0.00940363771343727
2010-02-22,0.020484612053075568
2010-02-23,-0.02374533775986964
2010-02-24,0.02432289307114108
2010-02-25,-0.005140734645813285
2010-02-26,0.03272642797063079
2010-03-01,-0.0033356920815894925
2010-03-02,-0.005020391823074749
2010-03-03,-0.002162421964498447
2010-03-04,0.009390777977143779
2010-03-05,0.021230988608348697
2010-03-08,-0.005139009457159236
2010-03-09,-0.003991594270955711
2010-03-10,0.012022678548924026
2010-03-11,0.0058234334963894714
2010-03-12,-0.0006947197776748282
2010-03-15,-0.001854043946510138
2010-03-16,0.003947109356861011
2010-03-17,0.012719680262734484
2010-03-18,-0.0034254851923846206
2010-03-19,-0.004353758119930197
2010-03-22,0.006674361181257596
2010-03-23,0.019204388696644235
2010-03-24,0.008075302464095895
2010-03-25,0.0
2010-03-26,0.0017801736043652977
2010-03-29,-0.0035539537983118414
2010-03-30,-0.006241618229121387
2010-03-31,0.0038133241896220562
2010-04-01,0.009608938547486028
2010-04-05,0.0035413899955733445
2010-04-06,0.011027790030877812
2010-04-07,-0.011343804537521882
2010-04-08,0.009708693733450919
2010-04-09,0.004807736224114366
2010-04-12,0.0034797520661156833
2010-04-13,-0.005851755653483999
2010-04-14,0.04054940136362325
2010-04-15,0.0016761156505343156
2010-04-16,-0.0472704863570281
2010-04-19,-0.0035126235677854505
2010-04-20,0.010795373668107023
2010-04-21,-0.011551939591282935
2010-04-22,-0.0134508495457926
2010-04-23,0.004470205432713127
2010-04-26,-0.023364486501212523
2010-04-27,-0.03372064328367835
2010-04-28,0.024758288139589715
2010-04-29,0.012425241887373347
2010-04-30,-0.03227268181818181
2010-05-03,0.022310872601649857
2010-05-04,-0.02435097689756421
2010-05-05,0.0037673651102573926
2010-05-06,-0.042692938243187005
2010-05-07,-0.00122526338580594
2010-05-10,0.02919536453362938
2010-05-11,-0.009535208354345466
2010-05-12,0.0033694344974593278
2010-05-13,-0.021108131952701666
2010-05-14,-0.0225435426968013
2010-05-17,-0.0012534219416749693
2010-05-18,-0.020582329317269082
2010-05-19,0.0092260635571501
2010-05-20,-0.03936005486642826
2010-05-21,0.058683502052154245
2010-05-24,-0.03570536918115778
2010-05-25,0.008285862462088626
2010-05-26,-0.004108885570336139
2010-05-27,0.042289815427793156
2010-05-28,-0.020781693259856154
2010-06-01,-0.026275920855183297
2010-06-02,0.026206486087013744
2010-06-03,-0.011378028100582261
2010-06-04,-0.03785163876478969
2010-06-07,-0.023923392448787585
2010-06-08,0.028867047144143405
2010-06-09,-0.017469561076483793
2010-06-10,0.031519451280157734
2010-06-11,-0.005223321879777447
2010-06-14,-0.01995269099501189
2010-06-15,0.024645002697830008
2010-06-16,0.0070588235294118465
2010-06-17,-0.002076869158878579
2010-06-18,0.01925080695241432
2010-06-21,-0.007912225625319035
2010-06-22,-0.013892385230058781
2010-06-23,0.014609887054010475
2010-06-24,-0.022113654464223552
2010-06-25,0.037075993612306006
2010-06-28,-0.022819422485279385
2010-06-29,-0.03840165961594043
2010-06-30,-0.012142471339922406
2010-07-01,-0.014476891164247814
2010-07-02,-0.006929046179099435
2010-07-06,0.013954785712822455
2010-07-07,0.05009633635583065
2010-07-08,0.00026207075952436266
2010-07-09,0.018081708595387914
2010-07-12,0.008751634942169132
2010-07-13,0.03291658670366378
2010-07-14,-0.0032115118577074487
2010-07-15,0.002726171138843598
2010-07-16,-0.03608499842029152
2010-07-19,0.0010256666666667623
2010-07-20,0.01511270453092448
2010-07-21,-0.03053249986039618
2010-07-22,0.02420614389412513
2010-07-23,0.012198323364590794
2010-07-26,0.012553351114569363
2010-07-27,0.008926282721235667
2010-07-28,-0.00909311892585694
2010-07-29,-0.0027281994047620045
2010-07-30,0.0017408605257612738
2010-08-02,0.03376365525729034
2010-08-03,-0.013448535385411409
2010-08-04,0.005111952039340294
2010-08-05,-0.00048440299141675
2010-08-06,-0.020111485340441066
2010-08-09,-0.015331330745087307
2010-08-10,-0.01632350577599198
2010-08-11,-0.03574158977490876
2010-08-12,0.0010590680434206148
2010-08-13,-0.008198915413940341
2010-08-16,0.005066640000000007
2010-08-17,-0.00557174331577996
2010-08-18,0.010939140875133382
2010-08-19,-0.02164156826713022
2010-08-20,0.0018882924197463097
2010-08-23,-0.007000484841154573
2010-08-24,-0.01816708193690135
2010-08-25,0.0005523612414350137
2010-08-26,-0.016560833563345208
2010-08-27,0.027224164265389702
2010-08-30,-0.020491804398459258
2010-08-31,0.014226025898244253
